緯度,経度,郵便番号,都道府県,市区町村,町名,丁目,番,号,マンション名
35.6194004,139.7335222,,東京都,,,,,,ガラ・ステージ御殿山
35.7004626,139.4184593,,東京都,,,,,,ガラ・ステージ立川
35.6598548,139.7219831,,東京都,,,,,,ガリシアヒルズ西麻布EAST
35.6598552,139.72186,,東京都,,,,,,ガリシアヒルズ西麻布WEST
35.648297,139.7216882,,東京都,,,,8,8,ガリシアレジデンス広尾
35.6211774,139.7406019,,東京都,,,,,,ガリシア品川
35.6923617,139.8105027,130-0022,東京都,墨田区,,江東橋五丁目,13,3,ガリシア錦糸町II
35.6416898,139.7951934,135-0063,東京都,江東区,,有明一丁目,2,11,ガリレアグランデ
35.7973919,139.2980903,198-0021,東京都,青梅市,今寺,3丁目,385,1,ガレージの杜
35.6314087,139.3259419,,東京都,,,,,,ガーデニアJOJO
35.657375,139.6601675,,東京都,,,,,,ガーデニア代田
35.708175,139.7593595,,東京都,,,4丁目,4,3,ガーデニア本郷
35.7620711,139.3134975,,東京都,,,,,,ガーデニングヒルズ
35.7010614,139.7502382,,東京都,,,,,,ガーデン エアテラス
35.7308737,139.4949726,,東京都,,,,,,ガーデンアイル
35.7553631,139.7449863,,東京都,,,,,,ガーデンクロス東京王子
35.5697192,139.679349,,東京都,,,,,,ガーデンコート
35.6581121,139.7851802,104-0053,東京都,中央区,晴海,一丁目,,７－１,ガーデンコート
35.6710819,139.6230034,,東京都,,,,,,ガーデンコート上北沢
35.6647829,139.6386054,156-0044,東京都,世田谷区 (Setagaya),,,,赤堤5-30,ガーデンコート世田谷赤堤
35.623209,139.4283243,,東京都,,,,,,ガーデンコート多摩センター
35.5663992,139.6853599,,東京都,,,,,,ガーデンコート多摩川
35.7112542,139.5129317,,東京都,,,,,,ガーデンコーポ
35.6237767,139.7339055,,東京都,,,,,,ガーデンシティ 品川 御殿山
35.6660679,139.7047462,,東京都,,,,,,ガーデンスクエア原宿
35.7149077,139.3624428,,東京都,,,,,,ガーデンステージ
35.7236875,139.4603522,,東京都,,,,,,ガーデンズバッハA棟
35.7232816,139.4596101,,東京都,,,,,,ガーデンズバッハB棟
35.7234938,139.4591874,,東京都,,,,,,ガーデンズバッハC棟
35.7243239,139.4607583,,東京都,,,,,,ガーデンズバッハD棟
35.724044,139.4604296,,東京都,,,,,,ガーデンズバッハE棟
35.7239461,139.4594439,,東京都,,,,,,ガーデンズバッハF棟
35.5137635,139.4712136,,東京都,,,,,,ガーデンセシア参番館
35.5141596,139.473221,,東京都,,,,,,ガーデンセシア壱番館
35.5137591,139.4724483,,東京都,,,,,,ガーデンセシア弐番館
35.6825914,139.6234012,,東京都,,,,,,ガーデンテラス浜田山
35.7043331,139.7157118,162-0052,東京都,新宿区,戸山,2丁目,1,,ガーデンテラス箱根山
35.6929551,139.8168597,,東京都,,,,10,13,ガーデンハイツ
35.7782592,139.5027546,,東京都,清瀬市,,野塩一丁目,180,,ガーデンハイツ
35.5830464,139.7009923,,東京都,,,,,,ガーデンハイツ 仲池上
35.7782557,139.5029098,,東京都,,,,,,ガーデンハイツⅡ
35.7879911,139.2799761,198-0042,東京都,青梅市,東青梅,5丁目,10,13,ガーデンハイツいわなみ
35.6480109,139.7039434,,東京都,,,,,,ガーデンハイツ代官山
35.6508683,139.6819297,,東京都,,,,,,ガーデンハイツ池尻大橋
35.7702996,139.3097322,,東京都,,,,,,ガーデンハイツ美原
35.7302812,139.5099244,,東京都,,,,,,ガーデンハイツ花小金井
35.6576714,139.8149689,1350052,東京都,江東区,潮見,1丁目,24,8,ガーデンハイム
35.7557625,139.6528731,,東京都,,,,12,7,ガーデンハイム・A
35.7558224,139.6530446,,東京都,,,,12,9,ガーデンハイム・B
35.7027091,139.618102,,東京都,,,,,,ガーデンハイム梅野
35.7552452,139.734911,,東京都,,,,,,ガーデンハイム王子
35.7188949,139.616731,,東京都,,,,,,ガーデンハウスTTS
35.6430573,139.7292481,,東京都,,,,,,ガーデンハウス白金
35.7048443,139.630567,,東京都,,,,,,ガーデンハウス阿佐谷
35.7400843,139.742892,,東京都,,,,,,ガーデンハウス駒込
35.6985461,139.7787603,,東京都,,,,,,ガーデンパークビル
35.6687097,139.390768,,東京都,,,,,,ガーデンパーク日野
35.6700014,139.4652974,,東京都,,,,,,ガーデンヒルズ
35.6629418,139.3150616,,東京都,八王子市,元本郷町,3丁目,8-4,,ガーデンヒルズ
35.7542481,139.3145101,205-0014,東京都,羽村市,羽東,2丁目,19,23,ガーデンヒルズ
35.6450452,139.704738,,東京都,,,,,,ガーデンヒル恵比寿南
35.6714844,139.8205211,,東京都,,,,,,ガーデンフラッグシティ
35.657777,139.7845439,104-0053,東京都,中央区,晴海,一丁目,,７－２,ガーデンプラザ
35.6624419,139.7434217,,東京都,,,,,,ガーデンプラザA
35.6619899,139.7418089,,東京都,,,,,,ガーデンプラザC
35.6615155,139.7434627,,東京都,,,,,,ガーデンプラザD
35.5980172,139.7026007,,東京都,,,,,,ガーデンホームズ上池台
35.6408597,139.7315784,108-0072,東京都,,,,,,ガーデンホームズ白金
35.586199,139.7284697,,東京都,,,,,,ガーデンホーム大森
35.6803758,139.7350753,,東京都,,,,,,ガーデンラウンジ
35.7086192,139.5436128,,東京都,,,,,,ガーデン・桜橋
35.652285,139.6721887,,東京都,,,,,,ガーデン三宿
35.6837288,139.6530891,,東京都,,,,,,ガーデン堀の内住宅
35.6830307,139.6517516,,東京都,,,,,,ガーデン杉並
35.6118959,139.712201,,東京都,,,,,,ガーデン荏原中延
35.7164138,139.635651,,東京都,,,,,,ガーデン阿佐ヶ谷
35.6855549,139.7994936,,東京都,,,,,,ガーラシティ深川森下
35.6785953,139.6803671,,東京都,,,,,,ガーラ・シティ渋谷幡ヶ谷
35.7329216,139.7257652,,東京都,,,,,,ガーラ・ステージ 大塚駅前
35.7333743,139.7544116,,東京都,,,,,,ガーラ文京本駒込
35.6829189,139.7772651,103-0027,東京都,中央区,日本橋,1丁目,18,9,ガーラ日本橋一丁目
35.7056992,139.7601303,,東京都,,本郷,2丁目,27,6,ガーラ本郷三丁目
35.6896758,139.8062939,,東京都,,,,,,キクカワレジデンス
35.6918443,139.8108005,,東京都,,,,7,9,キザクラハイツ
35.6904339,139.5561105,,東京都,,,,,,キッズガーデン
35.647952,139.4591413,,東京都,,,,,,キッズガーデンかわせみ
35.701929,139.6206907,,東京都,,,,,,キャッスルナカダ
35.5477701,139.7424478,144-0043,東京都,大田区,,羽田二丁目,8,13,キャッスルハイツ
35.6403542,139.4116343,,東京都,,,,,,キャッスルマンション 多摩センター
35.6769664,139.6750005,,東京都,,,,,,キャッスルマンション幡ヶ谷
35.6947479,139.8154301,,東京都,,,,,,キャッスルマンション錦糸町
35.6404765,139.675733,,東京都,,,,,,キャッスル世田谷
35.7105008,139.7544234,,東京都,,本郷,4丁目,22,,キャッスル本郷
35.6992946,139.6597641,,東京都,,,,,,キャッスル東高円寺
35.7826405,139.2849847,198-0036,東京都,青梅市,河辺町,5丁目,10,6,キャッスル河辺
35.6741152,139.611642,,東京都,,,,,,キャッスル石塚Ⅱ
35.7726032,139.5224687,,東京都,清瀬市,,元町一丁目,1,6,キャットカーサ清瀬Ⅱ
35.7306703,139.4749527,,東京都,,,,,,キャトルセゾン
35.778784,139.5014954,,東京都,,,,,,キャトルセゾン清瀬
35.6474961,139.8049858,135-0062,東京都,江東区,,東雲一丁目,9,42,キャナルファーストタワー
35.6340355,139.7356861,,東京都,,,,,,キャナル高輪
35.6339124,139.7356114,,東京都,,,,,,キャナル高輪
35.7680376,139.6547999,,東京都,,,,,,キャニオングランデ東武練馬
35.7080509,139.6156934,,東京都,,,,,,キャニオングランデ荻窪
35.7369147,139.669911,,東京都,,,,,,キャニオンシティ東洋ビル
35.771535,139.6387473,,東京都,,,,,,キャニオンビュー光ヶ丘
35.7025326,139.5772663,,東京都,,,,,,キャニオンプラザ吉祥寺
35.7074822,139.6500166,,東京都,,,,,,キャニオンプラザ大須賀
35.6641631,139.7838659,,東京都,,月島,1丁目,5,1,キャピタルゲートプレイス　ザ・タワー
35.6638325,139.783233,104-0052,東京都,,月島,1丁目,5,2,キャピタルゲートプレイス　ザ・レジデンス
35.6642031,139.7838176,,東京都,中央区,月島,1丁目,5,1,キャピタルゲートプレイスザ・タワー
35.6797694,139.3933713,,東京都,,,,,,キャピタルノア日野
35.7049496,139.7292193,,東京都,,,,,,キャピタルハイツ神楽坂
35.6409785,139.7464645,,東京都,,,,,,キャピタルマークタワー
35.7668369,139.7277684,,東京都,,,,,,キャピタルライフ東十条
35.7010177,139.6668267,164-0011,東京都,中野区,中央,5丁目,40,18,キャピトル丸山
35.7088167,139.6199558,,東京都,,,,,,キャメリア
35.7775698,139.5005034,,東京都,清瀬市,,野塩一丁目,,,キャメル清瀬市野塩
35.7725611,139.4994153,,東京都,,,,,,キャメル秋津V
35.7212312,139.7996025,,東京都,,,,,,キャルム浅草
35.6437562,139.6692179,154-0004,東京都,世田谷区,太子堂,4丁目,1,1,キャロットタワー
35.6437988,139.6696133,154-0004,東京都,世田谷区,太子堂,4丁目,1,1,キャロットタワー・スパイスアベニュー
35.712231,139.7583275,,東京都,,,,,,キャンパス サイド プレイス
35.6602721,139.6873474,,東京都,,,,,,キャンパスプラザA棟
35.6602062,139.6876086,,東京都,,,,,,キャンパスプラザB棟
35.6256225,139.7401469,108-0075,東京都,港区,港南,2丁目,16番地,6,キヤノンSタワー
35.5485322,139.7438445,144-0043,東京都,大田区,,羽田二丁目,5,12,キューハイム羽田
35.7527886,139.6523876,179-0085,東京都,,,早宮四丁目,10,32,キューブ平和台
35.6134242,139.6278888,,東京都,,,,,,キュープラザ
35.667041,139.7040609,,東京都,,,,,,キュープラザ原宿
35.6474949,139.7101538,,東京都,,,,,,キュープラザ恵比寿
35.782306,139.2858789,198-0036,東京都,青梅市,河辺町,5丁目,17,23,キョーワパレス河辺
35.6035513,139.3471982,,東京都,,,,,,キル・フェボン
35.6378317,139.4168388,,東京都,,,,,,キングコーポ
35.6997776,139.4114145,190-0012,東京都,立川市,曙町,1丁目,29,7,キングストンパレス立川
35.7022191,139.7775859,,東京都,,台東,1丁目,32,1,キングスパレス
35.7766228,139.7181082,,東京都,,,,,,キンダーズ・プレイス
35.6224157,139.3217899,,東京都,,,,,,クァイエット
35.6790495,139.6791339,,東京都,,,,,,クアットロ ミツレ
35.7672164,139.6550198,,東京都,,,,,,クイーンズプライム練馬北町
35.7019341,139.7819323,,東京都,,浅草橋,5丁目,23,8,クイーンハイツ浅草橋
35.7771906,139.8317674,,東京都,,,,,,クイーンパレス浅伊
35.6309799,139.657019,,東京都,,,,,,クイーン駒沢
35.636513,139.6909559,,東京都,,,,,,クウカイテラス祐天寺
35.7031363,139.6102115,,東京都,,,,,,クエスタ荻窪
35.6958094,139.592723,,東京都,,,,,,クォーレ杉並A
35.7026021,139.7668126,,東京都,,,,12,2,クオリア御茶ノ水パークフロント
35.631816,139.33148,,東京都,,,,,,クオーレ
35.6034835,139.3464477,,東京都,,,,,,クオーレ橋本
35.6560786,139.690887,,東京都,,,,,,クオーレ青葉台
35.7040005,139.7663089,,東京都,,湯島,2丁目,8,,クライム マリー
35.732487,139.7381092,,東京都,,,,,,クラインハウス
35.6923939,139.8145026,,東京都,,,,,,クラウンマンション
35.7454814,139.739535,,東京都,,,,,,クラウン西ヶ原
35.7043153,139.7767594,,東京都,台東区,,台東三丁目,12,5,クラシックビル
35.7387194,139.7402173,,東京都,,,,,,クラシック・ガーデンⅠ
35.7385575,139.7402209,,東京都,,,,,,クラシック・ガーデンⅡ
35.7383054,139.7400473,,東京都,,,,,,クラシック・ガーデンⅢ
35.6787744,139.5736581,,東京都,三鷹市,新川,三丁目,4,9,クラシーやマミ
35.738929,139.748764,,東京都,,,,,,クラシーズ駒込
35.6636341,139.7371625,,東京都,,,,,,クラックスハイム六本木
35.7069993,139.6837831,,東京都,中野区,東中野,4丁目,5,10,クラッシィタワー東中野
35.640658,139.7490618,108-0023,東京都,港区,芝浦,4丁目,12,36,クラッシィハウス芝浦
35.7108791,139.7550572,,東京都,,,,,,クラッセ本郷
35.6025241,139.3472239,,東京都,,,,,,クラベール
35.7419509,139.7416925,,東京都,,,,,,クラモチハイツ
35.6946163,139.6168636,,東京都,,,,,,クラリス・K
35.7579059,139.7430732,,東京都,,,,,,クランパレス王子
35.6031237,139.3508162,,東京都,,,,,,クラール
35.7703082,139.6437828,175-0093,東京都,板橋区,赤塚新町,1丁目,25,6,クリアシーズン
35.7753686,139.5141599,,東京都,,,,,,クリアラピッズ清瀬
35.5233489,139.4679286,,東京都,,,,,,クリアヴィラ
35.7208075,139.74939,,東京都,,,,,,クリオ 白山 逸見さか
35.6805018,139.8083936,,東京都,,,,,,クリオ　美術館通り
35.6805134,139.8089574,,東京都,,,,,,クリオ　美術館通り
35.7286922,139.7250629,,東京都,,,,,,クリオタワー大塚台
35.7384175,139.6347569,,東京都,,,,,,クリオ中村橋弐番館
35.6588872,139.3428267,,東京都,八王子市,明神町,4丁目,,,クリオ京王八王子ビサイド
35.7318378,139.7585864,113-0022,東京都,文京区,千駄木,4丁目,12,4,クリオ千駄木動坂
35.7255857,139.7634737,,東京都,,,,,,クリオ千駄木壱番館
35.7514745,139.7515557,,東京都,,,,,,クリオ尾久壱番館
35.6156969,139.7166198,,東京都,,,,,,クリオ戸越銀座壱番館
35.6158272,139.7166967,,東京都,,,,,,クリオ戸越銀座弐番館
35.7333022,139.7536953,113-0021,東京都,文京区,本駒込,5丁目,40,5,クリオ文京本駒込
35.7610218,139.4685657,,東京都,,,,,,クリオ東村山弐番館
35.7732642,139.514835,,東京都,清瀬市,,松山二丁目,12,19,クリオ清瀬
35.6082036,139.3446614,,東京都,,,,,,クリオ町田
35.5548002,139.4525489,,東京都,,,,,,クリオ町田参番館
35.7784601,139.4981496,,東京都,,,,,,クリオ秋津壱番館
35.7307014,139.6399335,,東京都,,,,,,クリオ鷺ノ宮弐番館
35.6956212,139.6930908,,東京都,,,,,,クリザンテーム新宿
35.7339562,139.7370542,,東京都,,,,,,クリスタル ハイツ
35.7752241,139.8350694,,東京都,,,,,,クリスタルアヤセ
35.6858035,139.668252,,東京都,,,,,,クリスタルコート88
35.7087019,139.6230483,,東京都,,,,,,クリスタルハイム天沼
35.5830799,139.7002858,,東京都,,,,,,クリスタルパレス２
35.6726389,139.658687,,東京都,,,,,,クリスタルヴィレッジ
35.6983508,139.777586,,東京都,,,,,,クリダイマンション
35.7825324,139.722745,,東京都,,,,,,クリニックプラザ21
35.7018974,139.5489235,,東京都,,,,,,クリヤハウス
35.7758695,139.7177519,,東京都,,,,,,クリ・プラメージュ
35.7630244,139.6139369,,東京都,,,,,,クリーニング東洋
35.7206512,139.6230177,,東京都,,,,,,クリーバーマンション
35.7539985,139.6475561,179-0074,東京都,練馬区,,春日町二丁目,6,12,クリーンウッドハイツ
35.6970592,139.5825396,,東京都,,,,,,クリーンハウス井の頭
35.5492138,139.7420534,144-0043,東京都,大田区,,羽田一丁目,17,10,クリーンライフハイツ
35.7744,139.5193545,,東京都,,,,,,クルトーア清瀬
35.6853312,139.6275201,,東京都,,,,,,クルム浜田山
35.776777,139.4994899,,東京都,,,,,,クルークハイト秋津
35.7048203,139.7667371,,東京都,文京区,湯島,2丁目,15,9,クレアシオン御茶ノ水
35.7077742,139.7998464,,東京都,,,,,,クレアシオン浅草
35.597736,139.704887,,東京都,,,,,,クレアシオン馬込
35.726994,139.5742197,177-0051,東京都,練馬区,関町北,2丁目,31,5,クレアシティ武蔵関
35.6893518,139.8073688,,東京都,,,,,,クレアシティ菊川
35.6470948,139.6753885,,東京都,,,,,,クレアティフ
35.7889432,139.2583435,198-0083,東京都,青梅市,本町,,117-6,,クレアメゾン青梅
35.62319,139.7311321,,東京都,,,,,,クレアール大崎
35.7819702,139.312739,198-0024,東京都,青梅市,新町,8丁目,6,25,クレアーレ小作
35.6966205,139.7781391,,東京都,,,,,,クレア岩本町
35.6266253,139.3188713,,東京都,,,,,,クレア館
35.729836,139.7324344,,東京都,,,,,,クレイオ南大塚
35.6975221,139.8239106,,東京都,,,,,,クレイシア亀戸
